"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"RESERVA BIOLÓGICA JARU","Brazil","Rondônia","JI-PARANÁ (RO) - MACHADINHO D'OESTE (RO) - VALE DO ANARI (RO)","Proteção Integral",208,"cnuc_2025_08.csv","REBIO","REBIO_JARU"
"RESERVA BIOLÓGICA RIO OURO PRETO","Brazil","Rondônia","GUAJARÁ-MIRIM (RO)","Proteção Integral",767,"cnuc_2025_08.csv","REBIO","REBIO_RIO_OURO_PRETO"
"RESERVA BIOLÓGICA TRAÇADAL","Brazil","Rondônia","GUAJARÁ-MIRIM (RO)","Proteção Integral",770,"cnuc_2025_08.csv","REBIO","REBIO_TRACADAL"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BOM JARDIM","Brazil","Rondônia","PORTO VELHO (RO)","Uso Sustentável",4.454,"cnuc_2025_08.csv","RDS","RDS_BOM_JARDIM"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL LIMOEIRO","Brazil","Rondônia","SÃO FRANCISCO DO GUAPORÉ (RO)","Uso Sustentável",4.426,"cnuc_2025_08.csv","RDS","RDS_LIMOEIRO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL RIO MACHADO","Brazil","Rondônia","PORTO VELHO (RO)","Uso Sustentável",4.431,"cnuc_2025_08.csv","RDS","RDS_RIO_MACHADO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL SERRA GRANDE","Brazil","Rondônia","COSTA MARQUES (RO)","Uso Sustentável",4.43,"cnuc_2025_08.csv","RDS","RDS_SERRA_GRANDE"
"RESERVA DE FAUNA PAU D'OLEO","Brazil","Rondônia","SÃO FRANCISCO DO GUAPORÉ (RO)","Uso Sustentável",4.641,"cnuc_2025_08.csv",NA,"RESERVA_DE_FAUNA_PAU_D'OLEO"
"RESERVA EXTRATIVISTA ANGELIM","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",743,"cnuc_2025_08.csv","RESEX","RESEX_ANGELIM"
"RESERVA EXTRATIVISTA AQUARIQUARA","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",754,"cnuc_2025_08.csv","RESEX","RESEX_AQUARIQUARA"
"RESERVA EXTRATIVISTA BARREIRO DAS ANTAS","Brazil","Rondônia","GUAJARÁ-MIRIM (RO)","Uso Sustentável",221,"cnuc_2025_08.csv","RESEX","RESEX_BARREIRO_DAS_ANTAS"
"RESERVA EXTRATIVISTA CASTANHEIRA","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",753,"cnuc_2025_08.csv","RESEX","RESEX_CASTANHEIRA"
"RESERVA EXTRATIVISTA CURRALINHO","Brazil","Rondônia","COSTA MARQUES (RO)","Uso Sustentável",771,"cnuc_2025_08.csv","RESEX","RESEX_CURRALINHO"
"RESERVA EXTRATIVISTA FREIJÓ","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",745,"cnuc_2025_08.csv","RESEX","RESEX_FREIJO"
"RESERVA EXTRATIVISTA GARROTE","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",757,"cnuc_2025_08.csv","RESEX","RESEX_GARROTE"
"RESERVA EXTRATIVISTA IPÊ","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",749,"cnuc_2025_08.csv","RESEX","RESEX_IPE"
"RESERVA EXTRATIVISTA ITAÚBA","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",748,"cnuc_2025_08.csv","RESEX","RESEX_ITAUBA"
"RESERVA EXTRATIVISTA JACI-PARANÁ","Brazil","Rondônia","BURITIS (RO) - NOVA MAMORÉ (RO) - PORTO VELHO (RO)","Uso Sustentável",776,"cnuc_2025_08.csv","RESEX","RESEX_JACI-PARANA"
"RESERVA EXTRATIVISTA JATOBÁ","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",750,"cnuc_2025_08.csv","RESEX","RESEX_JATOBA"
"RESERVA EXTRATIVISTA LAGO DO CUNIÃ","Brazil","Rondônia","PORTO VELHO (RO)","Uso Sustentável",233,"cnuc_2025_08.csv","RESEX","RESEX_LAGO_DO_CUNIA"
"RESERVA EXTRATIVISTA MARACATIARA","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",744,"cnuc_2025_08.csv","RESEX","RESEX_MARACATIARA"
"RESERVA EXTRATIVISTA MASSARANDUBA","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",751,"cnuc_2025_08.csv","RESEX","RESEX_MASSARANDUBA"
"RESERVA EXTRATIVISTA MOGNO","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",747,"cnuc_2025_08.csv","RESEX","RESEX_MOGNO"
"RESERVA EXTRATIVISTA PEDRAS NEGRAS","Brazil","Rondônia","ALTA FLORESTA D'OESTE (RO) - COSTA MARQUES (RO)","Uso Sustentável",773,"cnuc_2025_08.csv","RESEX","RESEX_PEDRAS_NEGRAS"
"RESERVA EXTRATIVISTA PIQUIÁ","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",746,"cnuc_2025_08.csv","RESEX","RESEX_PIQUIA"
"RESERVA EXTRATIVISTA RIO CAUTÁRIO","Brazil","Rondônia","COSTA MARQUES (RO) - GUAJARÁ-MIRIM (RO)","Uso Sustentável",775,"cnuc_2025_08.csv","RESEX","RESEX_RIO_CAUTARIO"
"RESERVA EXTRATIVISTA RIO DO CAUTÁRIO","Brazil","Rondônia","GUAJARÁ-MIRIM (RO)","Uso Sustentável",238,"cnuc_2025_08.csv","RESEX","RESEX_RIO_DO_CAUTARIO"
"RESERVA EXTRATIVISTA RIO OURO PRETO","Brazil","Rondônia","GUAJARÁ-MIRIM (RO) - NOVA MAMORÉ (RO)","Uso Sustentável",256,"cnuc_2025_08.csv","RESEX","RESEX_RIO_OURO_PRETO"
"RESERVA EXTRATIVISTA RIO PACAÁS NOVOS","Brazil","Rondônia","GUAJARÁ-MIRIM (RO)","Uso Sustentável",772,"cnuc_2025_08.csv","RESEX","RESEX_RIO_PACAAS_NOVOS"
"RESERVA EXTRATIVISTA RIO PRETO-JACUNDÁ","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",777,"cnuc_2025_08.csv","RESEX","RESEX_RIO_PRETO-JACUNDA"
"RESERVA EXTRATIVISTA ROXINHO","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",755,"cnuc_2025_08.csv","RESEX","RESEX_ROXINHO"
"RESERVA EXTRATIVISTA SERINGUEIRA","Brazil","Rondônia","MACHADINHO D'OESTE (RO) - VALE DO ANARI (RO)","Uso Sustentável",756,"cnuc_2025_08.csv","RESEX","RESEX_SERINGUEIRA"
"RESERVA EXTRATIVISTA SUCUPIRA","Brazil","Rondônia","MACHADINHO D'OESTE (RO)","Uso Sustentável",752,"cnuc_2025_08.csv","RESEX","RESEX_SUCUPIRA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUA BOA","Brazil","Rondônia","CACOAL (RO)","Uso Sustentável",1.133,"cnuc_2025_08.csv","RPPN","RPPN_AGUA_BOA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOSCO","Brazil","Rondônia","ALTO ALEGRE DOS PARECIS (RO)","Uso Sustentável",2.105,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_BOSCO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FRIGONOSSO","Brazil","Rondônia","PORTO VELHO (RO)","Uso Sustentável",4.534,"cnuc_2025_08.csv","RPPN","RPPN_FRIGONOSSO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GIBEÃO","Brazil","Rondônia","PRESIDENTE MÉDICI (RO)","Uso Sustentável",2.708,"cnuc_2025_08.csv","RPPN","RPPN_GIBEAO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL IRMÃOS SATELIS","Brazil","Rondônia","PRESIDENTE MÉDICI (RO)","Uso Sustentável",3.09,"cnuc_2025_08.csv","RPPN","RPPN_IRMAOS_SATELIS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOVA AURORA","Brazil","Rondônia","PRESIDENTE MÉDICI (RO)","Uso Sustentável",2.709,"cnuc_2025_08.csv","RPPN","RPPN_NOVA_AURORA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE NATURAL LEONILDO FERREIRA 1","Brazil","Rondônia","PIMENTA BUENO (RO)","Uso Sustentável",1.134,"cnuc_2025_08.csv","RPPN","RPPN_PARQUE_NATURAL_LEONILDO_FERREIRA_1"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE NATURAL LEONILDO FERREIRA 2","Brazil","Rondônia","PIMENTA BUENO (RO)","Uso Sustentável",1.132,"cnuc_2025_08.csv","RPPN","RPPN_PARQUE_NATURAL_LEONILDO_FERREIRA_2"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERINGAL ASSUNÇÃO","Brazil","Rondônia","PORTO VELHO (RO)","Uso Sustentável",1.131,"cnuc_2025_08.csv","RPPN","RPPN_SERINGAL_ASSUNCAO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ANTAS","Brazil","Rondônia","TEIXEIRÓPOLIS (RO)","Uso Sustentável",1.13,"cnuc_2025_08.csv","RPPN","RPPN_VALE_DAS_ANTAS"
