"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"FLORESTA NACIONAL MAPIÁ - INAUINI",430,113,2,65,262,231,163,76,82,0
"FLORESTA NACIONAL PAU-ROSA",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA NACIONAL PURÚS",861,158,12,123,453,411,243,96,160,1
"FLORESTA NACIONAL TEFÉ",34,3,0,29,32,32,29,24,0,0
"FLORESTA NACIONAL URUPADI",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL GUARIBA",5,0,0,1,3,3,3,3,2,0
"PARQUE ESTADUAL MATUPIRI",322,11,4,104,119,118,83,41,0,0
"PARQUE ESTADUAL RIO NEGRO SETOR NORTE",86,7,0,10,67,51,44,43,50,1
"PARQUE ESTADUAL RIO NEGRO SETOR SUL",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL SERRA DO ARACÁ",1795,179,8,380,714,670,355,133,147,0
"PARQUE ESTADUAL SUCUNDURI",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL SUMAÚMA",50,7,1,12,33,33,30,24,13,0
"PARQUE MUNICIPAL DA CACIMBA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NACIONAL ACARI",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NACIONAL ANAVILHANAS",658,54,9,186,356,326,204,88,107,24
"PARQUE NACIONAL JAÚ",3659,330,125,512,1232,1165,507,146,265,226
"PARQUE NACIONAL NASCENTES DO LAGO JARI",264,38,11,43,152,142,91,55,60,0
"PARQUE NACIONAL PICO DA NEBLINA",3987,206,15,468,1040,943,438,168,351,17
"PARQUE NATURAL MUNICIPAL CACHOEIRA DAS ORQUÍDEAS",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NATURAL MUNICIPAL GALO DA SERRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"REFÚGIO DE VIDA SILVESTRE SAUIM-DE-COLEIRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA BIOLÓGICA ABUFARI",170,15,13,33,92,83,69,51,31,1
"RESERVA BIOLÓGICA MANICORÉ",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA BIOLÓGICA MORRO DOS SEIS LAGOS",479,46,4,95,217,188,129,57,72,2
"RESERVA BIOLÓGICA UATUMÃ",8452,765,163,753,2012,1897,652,151,331,144
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ",63,1,3,46,51,51,42,21,1,6
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ARIPUANÃ",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARARATI",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU",293,21,5,96,124,123,77,44,2,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL JUMA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ",1440,130,23,356,609,576,303,105,100,10
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MATUPIRI",117,7,1,43,52,52,40,26,1,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL RIO AMAPÁ",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL RIO NEGRO",94,7,1,32,66,65,48,28,26,3
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL TUPÉ",923,47,22,214,306,295,172,67,23,115
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ",57,0,0,48,54,54,43,24,6,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UATUMÃ",2023,74,117,460,747,721,375,122,96,13
"RESERVA EXTRATIVISTA ARAPIXI",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA EXTRATIVISTA AUATÍ-PARANÁ",8,0,0,0,5,5,4,4,5,0
"RESERVA EXTRATIVISTA BAIXO JURUÁ",12,1,0,10,11,11,10,7,0,0
"RESERVA EXTRATIVISTA CANUTAMA",300,29,2,98,129,126,81,42,0,0
"RESERVA EXTRATIVISTA CATUÁ-IPIXUNA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA EXTRATIVISTA GUARIBA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA EXTRATIVISTA ITUXÍ",136,25,12,31,102,93,75,49,34,1
"RESERVA EXTRATIVISTA LAGO DO CAPANÃ GRANDE",74,7,7,17,44,39,32,24,13,0
"RESERVA EXTRATIVISTA MÉDIO JURUÁ",49,0,0,38,42,42,36,23,4,0
"RESERVA EXTRATIVISTA MÉDIO PURÁS",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA EXTRATIVISTA MÉDIO PURÚS",84,9,11,18,66,59,53,42,28,1
"RESERVA EXTRATIVISTA RIO GREGÓRIO",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA EXTRATIVISTA RIO JUTAÍ",207,6,26,97,130,124,90,51,1,2
"RESERVA EXTRATIVISTA RIO UNINI",10,1,1,5,7,7,7,6,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ADÃO E EVA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AJURICABA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELA VISTA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DR DAISAKU IKEDA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA RIVAS",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHAS ALEXANDRE RODRIGUES FERREIRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAÇO DE AMOR",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORADA DO SOL E DA LUA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS ARQUEIROS",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS QUATRO ELEMENTOS",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DR PHELIPPE DAOU",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SOL NASCENTE",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO",5,1,0,0,4,4,4,3,3,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO BELA VISTA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO MORADA DO SOL",0,0,0,0,NA,NA,NA,NA,NA,NA
