"family","scientificName","scientificNameAuthorship","x"
"Fabaceae","Leguminosae Juss.","Juss.",48
"Myrtaceae","Myrtaceae","L.",48
"Pteridaceae","Pteridaceae","L.",48
"Plagiochilaceae","Plagiochila subplana Lindenb.","Lindenb.",48
"Dicranaceae","Holomitrium crispulum Mart.","Mart.",48
"Ulvaceae","Enteromorpha flexuosa","(Wulf.) J.Agardh",47
"Malvaceae","Malvaceae","Cav.",47
"Salicaceae","Salicaceae","Jacq.",47
"Mesophyllumaceae","Mesophyllum Me. Lemoine, 1928","Me. Lemoine, 1928",47
"Meliaceae","Meliaceae","P.Browne",47
"Polytrichaceae","Polytrichum juniperinum","Willd. ex Hedw.",47
"Lejeuneaceae","Cheilolejeunea rigidula","(Mont.) R.M. Schuster",46
"Dumortieraceae","Dumortiera hirsuta (Sw.) Nees","(Sw.) Nees",46
"Gracilariaceae","Gracilaria cervicornis (Turner) J. Agardh","(Turner) J. Agardh",46
"Bryaceae","Bryum Hedw.","Hedw.",46
"Fissidentaceae","Fissidens hornschuchii Mont.","Mont.",46
"Peraceae","Pera obovata","Baill.",45
"Erpodiaceae","Erpodium glaziovii Hampe","Hampe",45
"Ulvaceae","Enteromorpha lingulata J. A. Agardh","J. A. Agardh",45
"Cyperaceae","Cyperaceae","R.Br.",45
"Batrachospermaceae","Batrachospermum Roth, 1797","Roth, 1797",45
"Rhodomelaceae","Bostrychia radicans","(Montagne) Montagne",44
"Leucobryaceae","Campylopus trachyblepharon (Müll. Hal.) Mitt.","(Müll. Hal.) Mitt.",44
"Lejeuneaceae","Schiffneriolejeunea polycarpa","(Nees) Gradst.",44
"Aquifoliaceae","Ilex theaezans Bonpl. ex Miers","Bonpl. ex Miers",44
"Desmidiaceae","Euastrum Ehrenberg ex Ralfs, 1848","Ehrenberg ex Ralfs, 1848",44
"Heliotropiaceae","Heliotropiaceae","L.",44
"Orthotrichaceae","Schlotheimia appressifolia Mitt.","Mitt.",44
"Batrachospermaceae","Sirodotia delicatula Skuja","Skuja",44
"Entodontaceae","Erythrodontium squarrosum","(Hampe) Paris",43
"Rhizogoniaceae","Pyrrhobryum spiniforme","(Hedw.) Mitt.",43
"Frullaniaceae","Frullania ericoides (Nees) Mont.","(Nees) Mont.",43
"Lepidoziaceae","Kurzia capillaris","(Sw.) Grolle",43
"Collemataceae","Leptogium azureum","(Sw.) Mont.",43
"Graphidaceae","Graphis","Adans.",43
"Desmidiaceae","Cosmarium Corda ex Ralfs, 1848","Corda ex Ralfs, 1848",43
"Trebouxiaceae","Trebouxiaceae Friedl","Friedl",43
"Apocynaceae","Apocynaceae","G.Mey.",43
"Malpighiaceae","Heteropterys aceroides","Griseb.",43
"Sphagnaceae","Sphagnum perichaetiale Hampe","Hampe",43
"Primulaceae","Primulaceae","L.",43
"Orthotrichaceae","Schlotheimia appressifolia","Mitt.",43
"Sematophyllaceae","Sematophyllum subpinnatum (Brid.) E. Britton","(Brid.) E. Britton",42
"Solieriaceae","Solieria tenera","(J.Agardh) M.J. Wynne & Taylor",42
"Poaceae","Diandrostachya chrysothrix (Nees) Jacq.-Fél.","(Nees) Jacq.-Fél.",42
"Lejeuneaceae","Drepanolejeunea mosenii","(Steph.) Bischl.",42
"Dendrocerotaceae","Dendroceros crispus (Sw.) Nees","(Sw.) Nees",42
"HYMENOCHAETACEAE","Phellinotus piptadeniae (Teixeira) Drechsler-Santos & Robledo","(Teixeira) Drechsler-Santos & Robledo",42
"ACANTHACEAE","Acanthaceae","Christenh. & H.Schneid",42
"Asteraceae","Solidago microglossa","DC.",42
"Ulvaceae","Enteromorpha lingulata","J.Agardh",42
"Poaceae","Eulalia Kunth","Kunth",42
"Aspleniaceae","Aspleniaceae","L.",42
"Polyporaceae","Polyporus dictyopus","Mont.",42
"Lejeuneaceae","Lejeunea laetevirens","Nees & Mont.",42
"Sapindaceae","Allophylus sericeus Radlk.","Radlk.",42
"Parmeliaceae","Parmotrema sancti-angelii","(Lynge) Hale",41
"Meripilaceae","Rigidoporus lineatus","(Pers.) Ryvarden",41
"Dicranaceae","Leucoloma serrulatum Brid.","Brid.",41
"Verbenaceae","Lantana tiliifolia Cham.","Cham.",41
"Udoteaceae","Udotea cyathiformis","Decaisne",41
"Ulvaceae","Ulva fasciata Delile","Delile",41
"Caulerpaceae","Caulerpa J.V.F. Lamouroux, 1809","J.V.F. Lamouroux, 1809",41
"Fabaceae","Fabaceae","Moench",41
"Polyporaceae","Funalia rigida","(Berk. & Mont.) Peck",40
"Melastomataceae","Tibouchina frigidula (DC.) Cogn.","(DC.) Cogn.",40
"Neckeraceae","Neckeropsis disticha (Hedw.) Kindb.","(Hedw.) Kindb.",40
"Polypodiaceae","Campyloneurum major (Hicken) Lellinger","(Hicken) Lellinger",40
"Lejeuneaceae","Drepanolejeunea mosenii (Steph.) Bischl.","(Steph.) Bischl.",40
"Phyllogoniaceae","Phyllogonium viride","Brid.",40
"Commelinaceae","Commelinaceae","J.C.Mikan",40
"Brassicaceae","Lunaria L.","L.",40
"Verbenaceae","Verbenaceae","L.",40
"Oedogoniaceae","Oedogonium Link ex Hirn, 1900","Link ex Hirn, 1900",40
"Monimiaceae","Mollinedia","Perkins",40
"Pucciniaceae","Puccinia arechavaletae","Speg.",40
"Dryopteridaceae","Lomagramma guianensis (Aubl.) Ching","(Aubl.) Ching",39
"Compsopogonaceae","Compsopogon caeruleus (Balbis ex Agardh) Montagne","(Balbis ex Agardh) Montagne",39
"Lejeuneaceae","Cololejeunea obliqua (Nees & Mont.) Schiffn.","(Nees & Mont.) Schiffn.",39
"Bryaceae","Bryum argenteum","Hedw.",39
"Gelidiaceae","Gelidium J.V.F. Lamouroux, 1813","J.V.F. Lamouroux, 1813",39
"Asteraceae","Eupatorium inulifolium Kunth","Kunth",39
"Metzgeriaceae","Metzgeria myriopoda","Lindb.",39
"Malpighiaceae","Malpighiaceae","Rich. ex Kunth",39
"CYATHEACEAE","Cyanthea delgadii Stemb.","Stemb.",39
"Asteraceae","Asteraceae","Willd.",39
"Neckeraceae","Porotrichum longirostre (Hook.) Spruce","(Hook.) Spruce",38
"Pteridophyta","Doryopteris pedata","(L.) Fée",38
"Pteridaceae","Doryopteris pedata (L.) Fée","(L.) Fée",38
"Amaranthaceae","Hebanthe eriantha (Poir.) Pedersen","(Poir.) Pedersen",38
"Amaranthaceae¹","Hebanthe eriantha","(Pois) Petersen",38
"Lepidoziaceae","Bazzania heterostipa (Steph.) Fulford","(Steph.) Fulford",38
"Ulvaceae","Enteromorpha flexuosa (Wulfen) J. Agardh","(Wulfen) J. Agardh",38
"Fabaceae","Fabaceae","Aubl.",38
"Convolvulaceae","Convolvulaceae","L.",38
"Zygnemataceae","Spirogyra Link in C.G.D. Nees, 1820","Link in C.G.D. Nees, 1820",38
"Combretaceae","Combretaceae","Loefl.",38
"Leucobryaceae","Campylopus occultus Mitt.","Mitt.",38
"MONIMIACEAE","Mollinedia","Perkins",38
"Sematophyllaceae","Sematophyllum subpinnatum","(Brid.) E. Britton",37
"Pylaisiadelphaceae","Taxithelium planum (Brid.) Mitt.","(Brid.) Mitt.",37
"Irpicaceae","Hydnopolyporus fimbriatus","(Cooke) D.A. Reid",37
"Euglenaceae","Trachelomonas volvocina","(Ehrenberg) Ehrenberg",37
"Phyllachoraceae","Catacauma huberi","(Henn.) Theiss. & Syd.",37
"Dicranaceae","Campylopus trachyblepharon","(Müll. Hal.) Mitt.",37
"Melastomataceae","Melastomataceae","Aubl.",37
"Simaroubaceae","Simaroubaceae","Aubl.",37
"Malpighiaceae","Heteropterys aceroides Griseb.","Griseb.",37
"Sphagnaceae","Sphagnum perichaetiale","Hampe",37
"Fissidentaceae","Fissidens Hedw.","Hedw.",37
"Roccellaceae","Lecanactis","Körb.",37
"Bignoniaceae","Amphilophium Kunth","Kunth",37
"Polyporaceae","Polyporus tricholoma","Mont.",37
"Leucobryaceae","Leucobryum crispum Müll. Hal.","Müll. Hal.",37
"Fabaceae","Fabaceae","P.Browne",37
"Gesneriaceae","Gesneriaceae Rich. & Juss.","Rich. & Juss.",37
"Calymperaceae","Syrrhopodon prolifer","Schwägr.",37
"Sematophyllaceae","Taxithelium planum","(Brid.) Mitt.",36
"Ulvaceae","Ulva fasciata","(Delile)",36
"Orthotrichaceae","Schlotheimia rugifolia","(Hook.) Schwägr.",36
"Auriculariaceae","Auricularia fuscosuccinea","(Mont.) Henn.",36
"Parmeliaceae","Canoparmelia caroliniana","(Nyl.) Elix & Hale",36
"Amaranthaceae","Hebanthe eriantha","(Poir.) Pedersen",36
"Lauraceae","Lauraceae","Aubl.",36
"Bryaceae","Bryum densifolium","Brid.",36
"Lamiaceae","Lamiaceae","Humb. & Bonpl. ex Benth.",36
"Heliconiaceae","Heliconiaceae","L.",36
"Moraceae","Moraceae","L.",36
"Sphagnaceae","Sphagnum palustre","L.",36
"Ulvaceae","Enteromorpha Link in C.G.D. Nees, 1820","Link in C.G.D. Nees, 1820",36
"Eriocaulaceae","Eriocaulaceae","Ruhland",36
"Malvaceae","Malvaceae","(J.Presl) Standl.",35
"Poaceae","Digitaria milanjiana (Rendle) Stapf","(Rendle) Stapf",35
"Apocynaceae","Himatanthus sucuuba (Spruce ex Müll.Arg.) Woodson","(Spruce ex Müll.Arg.) Woodson",35
"Pylaisiadelphaceae","Isopterygium tenerum (Sw.) Mitt.","(Sw.) Mitt.",35
"Pucciniaceae","Puccinia dolosa","Arthur & Fromme",35
"Melastomataceae","Miconia scabra","DC.",35
"Chlamydomonadaceae","Chlamydomonadaceae F.Stein","F.Stein",35
"Bryaceae","Bryum argenteum Hedw.","Hedw.",35
"Polytrichaceae","Polytrichum juniperinum","Hedw.",35
"Cyperaceae","Cyperaceae","Kunth",35
"Plagiochilaceae","Plagiochila patentissima Lindenb.","Lindenb.",35
"Hypnaceae","Isopterygium tenerifolium","Mitt.",35
"Frullaniaceae","Frullania brasiliensis Raddi","Raddi",35
"Gloeophyllaceae","Gloeophyllum striatum","(Fr.) Murrill",34
"Physciaceae","Heterodermia albicans","(Pers.) Swinscow & Krog",34
"Pterobryaceae","Spiridentopsis longissima (Raddi) Broth.","(Raddi) Broth.",34
"Polyporaceae","Fomes fasciatus","(Sw.) Cooke",34
"LEJEUNEACEAE","Lejeunea flava (Sw.) Nees","(Sw.) Nees",34
"Lejeuneaceae","Omphalanthus filiformis","(Sw.) Nees",34
"Poaceae","Poaceae","Kunth",34
"Acanthaceae","Acanthaceae","L.",34
"Lejeuneaceae","Lejeunea phyllobola","Nees & Mont.",34
"Viscaceae","Viscaceae","Nutt.",34
"Myrtaceae","Myrtaceae","O.Berg",34
"Cordiaceae","Varronia discolor (Cham.) Borhidi","(Cham.) Borhidi",33
"Agaricaceae","Leucocoprinus brebissonii","(Godey) Locq.",33
"Helicophyllaceae","Helicophyllum torquatum (Hook.) Brid.","(Hook.) Brid.",33
"Orthotrichaceae","Schlotheimia rugifolia (Hook.) Schwägr.","(Hook.) Schwägr.",33
"Gayraliaceae","Gayralia oxysperma (Kütz.) K.L.Vinog. ex Scagel et al.","(Kütz.) K.L.Vinog. ex Scagel et al.",33
"Lejeuneaceae","Ceratolejeunea cornuta (Lindenb.) Steph.","(Lindenb.) Steph.",33
"Euphorbiaceae","Microstachys hispida (Mart.) F.Dietr.","(Mart.) F.Dietr.",33
"Hymenochaetaceae","Fuscoporia gilva","(Schwein.) T. Wagner & M. Fisch.",33
"Plagiochilaceae","Plagiochila patula (Sw.) Nees & Mont. ex Lindenb.","(Sw.) Nees & Mont. ex Lindenb.",33
"Parmeliaceae","Hypotrachyna intercalanda","(Vain.) Hale",33
"Sematophyllaceae","Sematophyllaceae Broth.","Broth.",33
"Polystomellaceae","Dothidella ulei","Henn.",33
"Polypodiaceae","Pleopeltis Humb. & Bonpl. ex Willd.","Humb. & Bonpl. ex Willd.",33
"Desmidiaceae","Staurastrum Meyen ex Ralfs, 1848","Meyen ex Ralfs, 1848",33
"Calymperaceae","Syrrhopodon gaudichaudii Mont.","Mont.",33
"Selaginellaceae","Selaginellaceae","P.Beauv.",33
"Cyperaceae","Cyperaceae","P.J.Bergius",33
"Cladophoraceae","Chaetomorpha antennina (Bory) Kuetz.","(Bory) Kuetz.",32
"Brachytheciaceae","Zelometeorium patulum (Hedw.) Manuel","(Hedw.) Manuel",32
"Asteraceae","Moquiniastrum polymorpha","(Less.) Cabrera",32
"Lejeuneaceae","Cheilolejeunea acutangula","(Nees) Grolle",32
"Frullaniaceae","Frullania ericoides","(Nees) Mont.",32
"Ochnaceae","Ochnaceae","Aubl.",32
"Sargassaceae","Sargassum filipendula","C.Agardh",32
"Araliaceae","Araliaceae","Decne. & Planch.",32
"Poaceae","Paspalum stellatum Flüggé","Flüggé",32
"Schizophyllaceae","Schizophyllum commune","Fr.",32
"Octoblepharaceae","Octoblepharum Hedw.","Hedw.",32
"Plagiochilaceae","Plagiochila rutilans Lindenb.","Lindenb.",32
"Malvaceae","Malvaceae","Loefl.",32
"Myrtaceae","Myrcia tenondeporan M.F.Santos & E.H.P.Barretto","M.F.Santos & E.H.P.Barretto",32
"Sphagnaceae","Sphagnum recurvum P. Beauv.","P. Beauv.",32
"Fabaceae","Fabaceae","Schreb.",32
"Dryopteridaceae","Lomagramma guianensis","(Aubl.) Ching",31
"Dacrymycetaceae","Calocera cornea","(Batsch) Fr.",31
"Lycoperdaceae","Morganella fuliginea","(Berk. & M.A. Curtis) Kreisel & Dring",31
"Caulerpaceae","Caulerpa racemosa (Forsskal) J. Agardh","(Forsskal) J. Agardh",31
"Sematophyllaceae","Sematophyllum caespitosum","(Hedw.) Mitt.",31
"Piperaceae","Piper corcovadense (Miq.) C.DC.","(Miq.) C.DC.",31
"Leucobryaceae","Ochrobryum gardneri (Müll. Hal.) Mitt. ex Lindb.","(Müll. Hal.) Mitt. ex Lindb.",31
"Pteridophyta","Goniophlebium brasiliense","(Poir.) Farw.",31
"Sphagnaceae","Sphagnum balticum (Russow) C.E.O. Jensen","(Russow) C.E.O. Jensen",31
"Pterocladiaceae","Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.","(S.G.Gmel.) Santel. & Hommers.",31
"Pucciniaceae","Puccinia eupatorii","Dietel",31
"Asterothecaceae","Tietea H. Graf zu Solms-Laubach, 1913","H. Graf zu Solms-Laubach, 1913",31
"Cystocloniaceae","Hypnea cervicornis J. Agardh","J. Agardh",31
"Annonaceae","Annonaceae","L.",31
"Clusiaceae","Clusiaceae","L.",31
"Asteraceae","Vernonia nitidula","Less.",31
"Apocynaceae","Apocynaceae","Lindl.",31
"Polyporaceae","Dichomitus cavernulosus","(Berk.) Masuka & Ryvarden",30
"Compsopogonaceae","Compsopogon caeruleus","(C.Agardh) Mont.",30
"Caulerpaceae","Caulerpa prolifera","(Forsskål) Lamouroux",30
"Dictyotaceae","Zonaria tournefortii","(J.V. Lamour.) Mont.",30
"Orthostichellaceae","Orthostichella versicolor","(Müll.Hal.) B.H.Allen & W.R.Buck",30
"Lepidoziaceae","Kurzia capillaris (Sw.) Grolle","(Sw.) Grolle",30
"Malpighiaceae","Heteropterys thyrsoidea A.Juss.","A.Juss.",30
"Orthotrichaceae","Orthotrichaceae Arn.","Arn.",30
"Bryaceae","Bryum densifolium Brid.","Brid.",30
"Leucobryaceae","Campylopus pilifer Brid.","Brid.",30
"Cystocloniaceae","Hypnea J.V.F. Lamouroux, 1813","J.V.F. Lamouroux, 1813",30
"Rhodomelaceae","Laurencia J.V.F. Lamouroux, 1813","J.V.F. Lamouroux, 1813",30
"Neckeraceae","Pilotrichaceae Kindb.","Kindb.",30
"Malpighiaceae","Malpighiaceae","Kunth",30
"Rubiaceae","Rubiaceae","Kunth",30
"Dendrocerotaceae","Dendroceros breutelii Nees","Nees",30
"Asteraceae","Asteraceae","Thouars",30
"Rubiaceae","Palicourea stachyoides (Benth.) Delprete","(Benth.) Delprete",29
"Ceramiaceae","Centroceras clavulatum (C. Agardh) Montagne","(C. Agardh) Montagne",29
"Melastomataceae","Acisanthera alsinefolia (DC.) Triana","(DC.) Triana",29
"Caulerpaceae","Caulerpa racemosa","(Forsskål) J.Agardh",29
"Solieriaceae","Solieria filiformis","(Kützing) Gabrielson",29
"Asteraceae","Vernonanthura diffusa (Less.) H.Rob.","(Less.) H.Rob.",29
"Brachytheciaceae","Meteoridium remotifolium (Müll. Hal.) Manuel","(Müll. Hal.) Manuel",29
"Poaceae","diandrostachya chrysothrix (nees) jacq.-fél.","(Nees) Jacq.-Fél.",29
"Hymenochaetaceae","Fuscoporia gilva","(Schwein.:Fr.) T.Wagner & M.Fisch.",29
"Polyporaceae","Trametes hydnoides","(Sw.) Fr.",29
"Dendrocerotaceae","Dendroceros crispus","(Sw.) Nees",29
"Phyllophoraceae","Gymnogongrus griffithsiae","(Turner) Martius",29
